# 卷三 第一单元 判答(教材/知识推断)
三	一	79	0	B	扩心喘憋P2亢进-肺栓塞(推断)
三	一	80	0	C	劣药依据-超过有效期
三	一	81	0	E	无症状性血尿/蛋白尿(变形红细胞)
三	一	82	0	E	活体器官接受人不包-自愿任何人
三	一	83	0	B	计划难实施-提高自我效能
三	一	84	0	C	伤寒病理-单核巨噬系统增生
三	一	85	0	C	因果时间序-队列研究
三	一	86	0	B	右侧共济失调-右侧小脑半球
三	一	87	0	E	4MET×30min=120MET·min
三	一	88	0	E	GERD-奥美拉唑
三	一	89	0	C	P越小-越有理由两总体均数不同
三	一	91	0	E	风心发热出血点脾大-亚急性感染性心内膜炎
三	一	92	0	D	刊登诊疗信息-保密原则
三	一	93	0	B	凹面ST抬高平卧加重-急性心包炎
三	一	94	0	D	病例对照-OR
三	一	96	0	E	菌痢灰白膜-纤维蛋白性炎
三	一	98	0	D	突发头痛脑膜刺激-蛛网膜下腔出血
三	一	99	0	C	回忆创伤重新认识-阐释
三	一	103	0	C	无症状心动过缓-定期随诊
三	一	104	0	B	氢氯噻嗪腹胀乏力-低钾血症
三	一	106	0	C	发病率随时间-普通线图
三	一	107	0	D	视力障碍-乙胺丁醇
三	一	108	0	D	溃疡出血休克-补液输血
三	一	109	0	B	淋病婚检意见-暂缓结婚
三	一	110	0	D	乳腺单行串珠-浸润性小叶癌
三	一	113	0	C	露阴癖-厌恶疗法
三	一	115	0	B	超常处方限制-3次以上
三	一	116	0	B	保藏鼠疫菌-国务院卫健部门批准
三	一	118	0	C	哮喘诊断-支气管舒张试验(推断)
三	一	119	0	B	回肠穿孔+淋巴结肿-肠伤寒
三	一	125	0	C	尿路感染-清洁中段尿培养+药敏
三	一	126	0	D	预防复发无效-严禁肾毒药(推断)
三	一	127	0	D	产抗体-浆细胞
三	一	128	0	C	ADCC-NK细胞
三	一	129	0	B	风湿变质渗出期-纤维蛋白样坏死
三	一	130	0	D	风湿硬化期-梭形瘢痕
三	一	132	0	E	急性出血性结膜炎-EV70
三	一	133	0	D	血吸虫入肤-尾蚴
三	一	134	0	A	血吸虫肉芽肿-虫卵
三	一	135	0	A	增强子-顺式作用元件
三	一	136	0	A	沉默子-顺式作用元件
三	一	137	0	A	医疗事故情节重-吊销执业证书
三	一	138	0	E	乱开抗菌药严重后果-责令暂停6月-1年
三	一	139	0	A	摘器官未审查情节重-吊销执业证书
三	一	140	0	A	婚前医学检查-指定传染病检查
三	一	141	0	C	母婴保健技术服务-新生儿疾病筛查
三	一	142	0	A	急性肺水肿利尿-呋塞米
三	一	143	0	D	肝硬化腹水利尿-螺内酯
三	一	144	0	A	帕金森-肌张力增高
三	一	145	0	B	亨廷顿-肌张力降低(推断)
三	一	147	0	B	抑制RNA聚合酶-利福平
三	一	149	0	B	幼儿基本膳食-软食
三	一	150	0	C	正常分娩产妇-半流质(推断)
