# 卷二 第一单元 判答(教材/知识推断)
二	一	85	0	C	克罗恩-非干酪性肉芽肿
二	一	86	0	B	二类精神药品处方保存-2年
二	一	87	0	E	追回强制隔离-公安部门
二	一	88	0	A	倾诉宣泄(推断)
二	一	92	0	D	左上腹痛背放射-血清淀粉酶
二	一	93	0	A	身高CV<体重CV变异小
二	一	94	0	B	等级资料多组-秩和检验
二	一	95	0	C	迟报传染病-责令改正
二	一	97	0	B	大范围水暴发-普遍性(推断)
二	一	98	0	C	肥厚型心肌病(室隔肥厚+SAM)
二	一	99	0	C	急性肾炎不适宜-糖皮质激素
二	一	100	0	C	离岗超2年-注销注册(丙)
二	一	101	0	D	Paget细胞-湿疹样乳腺癌
二	一	102	0	B	距肛门17cm环形-乙状结肠癌
二	一	103	0	A	沙丁胺醇-舒张支气管
二	一	104	0	B	角色行为缺如
二	一	106	0	B	相对缓脉脾大WBC低-伤寒
二	一	107	0	E	情绪调节不宜-不断宣泄
二	一	109	0	A	断肢再植后完全再生-皮肤
二	一	110	0	B	糖尿病多发空洞-血源性肺脓肿
二	一	113	0	E	NSTEMI-抗血小板抗凝
二	一	114	0	E	病例对照无法算发病率
二	一	115	0	E	大细胞贫血-补充维生素B12
二	一	116	0	B	MG危象首先-保证呼吸道通畅
二	一	118	0	D	风心二尖瓣狭窄确诊-超声心动图
二	一	121	0	E	食物中毒确诊-呕吐物剩余食培养
二	一	122	0	C	肉毒类中毒-抗血清(推断)
二	一	125	0	A	发作性高血压-嗜铬细胞瘤
二	一	126	0	A	嗜铬术前控压-α受体拮抗剂
二	一	128	0	D	临床诊疗道德-最优化原则
二	一	129	0	A	预防医学道德-全社会参与原则
二	一	130	0	E	II型超敏-自身免疫性溶血性贫血
二	一	131	0	B	III型超敏-血清病
二	一	132	0	A	病例对照-OR
二	一	133	0	B	队列研究-RR
二	一	135	0	E	酮体氧化-琥珀酰CoA转硫酶
二	一	136	0	B	摘器官未审查情节重-停业6-12月
二	一	137	0	B	违规抗菌药后果严重-停业6-12月
二	一	139	0	A	大发作+局限-苯妥英钠
二	一	140	0	B	膜电位负值减小-去极化
二	一	141	0	D	膜内负值增大-超极化
二	一	142	0	A	安静电位差-极化
二	一	143	0	B	HFRS传染源-鼠
二	一	144	0	D	乙脑传染源-猪
二	一	145	0	E	产抗体+提呈-B淋巴细胞
二	一	146	0	B	艾滋病辅助-CD4+T淋巴细胞
二	一	147	0	D	慢性肺淤血-含铁血黄素巨噬细胞
二	一	148	0	E	老年心肌萎缩-脂褐素
二	一	149	0	B	单一核酸-病毒
二	一	150	0	C	无细胞壁原核-支原体
